Entity,Year,Access to electricity (% of population),Access to clean fuels for cooking,Renewable-electricity-generating-capacity-per-capita,Renewable energy share in the total final energy consumption (%),Electricity from fossil fuels (TWh),Electricity from nuclear (TWh),Electricity from renewables (TWh),Low-carbon electricity (% electricity),Primary energy consumption per capita (kWh/person),Energy intensity level of primary energy (MJ/$2017 PPP GDP),Value_co2_emissions_kt_by_country,Renewables (% equivalent primary energy),gdp_growth,gdp_per_capita,Density(P/Km2),Land Area(Km2),Latitude,Longitude
Bangladesh,2002,-4.531631775168123,-2.5764706932796866,-0.7774677169716242,2.077088307589291,-0.2810992653595139,-0.2495195125764146,-0.30044721645115857,-0.6085049275298858,-0.7147342105631381,-0.5974005408391749,-0.2861023988090846,-0.6323849038478584,-0.19586599151312642,-0.6723954681646617,"1,265",-0.5294872277143012,0.39288894364128574,0.9583338872115484
Bangladesh,2003,-4.299147051153957,-2.569076734019188,-0.7777338367142018,1.9828560919811549,-0.27970675217379076,-0.2495195125764146,-0.30011709831074856,-0.6062021477378337,-0.7139483303009582,-0.6029585687328284,-0.2853286610383149,-0.6398051295535474,-0.020819446843512023,-0.670327882443923,"1,265",-0.5294872277143012,0.39288894364128574,0.9583338872115484
Bangladesh,2004,-4.304457559283572,-2.557985795128439,-0.7779112498759202,1.9514453534451093,-0.2727744582709514,-0.2495195125764146,-0.29969266070164996,-0.6384010217576064,-0.7130173062936804,-0.62148532837834,-0.28410357407403886,-0.6441178677909577,0.07573068464629786,-0.6685246769328425,"1,265",-0.5294872277143012,0.39288894364128574,0.9583338872115484
Bangladesh,2005,-4.004470872223179,-2.546894856237691,-0.7780886630376385,1.8748472366642266,-0.26959589556440944,-0.2495195125764146,-0.29936254256123995,-0.6450013610097645,-0.7115438855675029,-0.630748708201096,-0.2826979501481825,-0.652471976901891,0.3260854577338788,-0.6670208257025629,"1,265",-0.5294872277143012,0.39288894364128574,0.9583338872115484
Bangladesh,2006,-3.484237761007236,-2.5247129784561944,-0.7780886630376385,1.766287315758947,-0.2639804347828518,-0.2495195125764146,-0.2988437854834528,-0.6560106922522134,-0.709921540811017,-0.630748708201096,-0.2806410936900176,-0.6603555405997772,0.35234118828038,-0.6663875378663793,"1,265",-0.5294872277143012,0.39288894364128574,0.9583338872115484
Bangladesh,2007,-3.8168758916096563,-2.506228080304947,-0.7781773696184977,1.6836274775061957,-0.26308741002244246,-0.2495195125764146,-0.30181484874714287,-0.7401707222205056,-0.7095835798210026,-0.6437174399529542,-0.27929349901776496,-0.6626197775372814,0.4270171249754814,-0.6633753785575728,"1,265",-0.5294872277143012,0.39288894364128574,0.9583338872115484
Bangladesh,2008,-3.1362849381460607,-2.4803492228932007,-0.7779999564567793,1.5739654254242128,-0.25868283027194844,-0.2495195125764146,-0.3008716540602571,-0.7257500432250263,-0.7083531153188753,-0.6511281438111588,-0.27697873120517585,-0.644815907385692,0.22525019935905535,-0.6585884902284619,"1,265",-0.5294872277143012,0.39288894364128574,0.9583338872115484
Bangladesh,2009,-2.9021356599030312,-2.4507733858512046,-0.7776451301333426,1.4582416518703611,-0.2537787620961408,-0.2495195125764146,-0.30318248104312717,-0.7895512509069923,-0.7060415835353648,-0.6511281438111588,-0.2749347731485495,-0.7076862837300156,0.038187836690759175,-0.65440251242303,"1,265",-0.5294872277143012,0.39288894364128574,0.9583338872115484
Bangladesh,2010,-3.0929410765548258,-2.4175005691789595,-0.7769354774864691,1.3028411559551891,-0.2491622781652107,-0.2495195125764146,-0.30143757087238854,-0.7565880986930299,-0.7056057926054966,-0.65298081977571,-0.27117569236315753,-0.676418730072889,0.13989369204038854,-0.6494940511743832,"1,265",-0.5294872277143012,0.39288894364128574,0.9583338872115484
Bangladesh,2011,-2.734279307452318,-2.380530772876465,-0.7770241840673282,1.1997918909334258,-0.24459120227294548,-0.2495195125764146,-0.30073017485722425,-0.7489953285129508,-0.7035023825472128,-0.6678022274921193,-0.26869973148379883,-0.6687618406461612,0.31226512615889573,-0.6444786076982977,"1,265",-0.5294872277143012,0.39288894364128574,0.9583338872115484
Bangladesh,2012,-2.192520705222981,-2.3435609765739702,-0.7758709985161588,1.1391746762147419,-0.23817353280830825,-0.2495195125764146,-0.30101313326329,-0.7625994240094255,-0.7012018424013008,-0.6826236352085286,-0.26639785714661307,-0.679893568448345,0.3232879834641337,-0.643149907627546,"1,265",-0.5294872277143012,0.39288894364128574,0.9583338872115484
Bangladesh,2013,-2.577261482269193,-2.302894200641226,-0.7737420405755383,1.1265001676826532,-0.2320737196143252,-0.2495195125764146,-0.3002114177794371,-0.755967491789558,-0.7002760409497112,-0.6900343390667334,-0.2647149779521783,-0.683182664327955,0.22521464695520693,-0.6370061010047388,"1,265",-0.5294872277143012,0.39288894364128574,0.9583338872115484
Bangladesh,2014,-2.5028846177087654,-2.254833465447983,-0.7725001484435097,1.0295126241327588,-0.22777509195404932,-0.2495195125764146,-0.3015790500754214,-0.7817218935475162,-0.69941122344328,-0.7030030708185915,-0.2626323296235194,-0.6957859022028527,0.23437860120889956,-0.6284811933465643,"1,265",-0.5294872277143012,0.39288894364128574,0.9583338872115484
